"site_id","latitude","longitude","postcode"
"  6570",51.40059,-0.28311,"KT"
"  6571",51.41803,-0.30285,"KT"
"  6572",51.43044,-0.29088,"TW"
"  6573",51.45216,-0.30014,"TW"
"  6574",51.4582,-0.28264,"TW"
"  6577",51.4752,-0.27624,"TW"
"  6578",51.48258,-0.22843,"SW"
"  6579",51.38555,-0.23506,"KT"
"  6580",51.38754,-0.24792,"KT"
"  6581",51.32557,-0.1943,"SM"
"  6582",51.33098,-0.19552,"SM"
"  6583",51.35233,-0.18032,"SM"
"  6584",51.36231,-0.18567,"SM"
"  6585",51.36262,-0.20577,"SM"
"  6586",51.36175,-0.20922,"SM"
"  6587",51.3743,-0.20531,"SM"
"  6588",51.37632,-0.21961,"SM"
"  6589",51.39342,-0.22038,"SM"
"  6590",51.40396,-0.20415,"SW"
"  6591",51.41848,-0.21221,"SW"
"  6592",51.40416,-0.21709,"SW"
"  6593",51.41052,-0.22115,"SW"
"  6594",51.40389,-0.2588,"KT"
"  6595",51.40857,-0.27156,"KT"
"  6596",51.41208,-0.26568,"KT"
"  6597",51.42634,-0.2565,"SW"
"  6598",51.44871,-0.22315,"SW"
"  6599",51.46144,-0.25805,"SW"
"  6601",51.25829,-0.20554,"KT"
"  6602",51.28119,-0.17453,"CR"
"  6603",51.30805,-0.22512,"KT"
"  6604",51.29904,-0.22403,"KT"
"  6605",51.29148,-0.19994,"KT"
"  6606",51.3141,-0.2091,"SM"
"  6607",51.30748,-0.15928,"CR"
"  6608",51.31784,-0.16016,"CR"
"  6609",51.27874,-0.13304,"CR"
"  6610",51.32667,-0.14975,"CR"
"  6611",51.32727,-0.13107,"CR"
"  6612",51.33603,-0.11635,"CR"
"  6613",51.33442,-0.12791,"CR"
"  6614",51.27855,-0.01259,"CR"
"  6615",51.27425,-0.02424,"CR"
"  6616",51.29679,-0.02758,"CR"
"  6617",51.27178,-0.09174,"CR"
"  6618",51.27357,-0.09167,"CR"
"  6619",51.27547,-0.07167,"CR"
"  6621",51.31572,-0.08418,"CR"
"  6622",51.32305,-0.09385,"CR"
"  6623",51.3332,-0.10785,"CR"
"  6624",51.34317,-0.11319,"CR"
"  6625",51.34343,-0.10256,"CR"
"  6626",51.33819,-0.08324,"CR"
"  6627",51.3517,-0.08411,"CR"
"  6628",51.34817,-0.08857,"CR"
"  6629",51.34503,-0.06141,"CR"
"  6630",51.37233,-0.13642,"SM"
"  6631",51.33449,-0.18964,"SM"
"  6632",51.37848,-0.12754,"CR"
"  6633",51.37987,-0.13404,"CR"
"  6634",51.38085,-0.16338,"CR"
"  6635",51.3826,-0.16043,"CR"
"  6636",51.40192,-0.18842,"SW"
"  6637",51.41544,-0.16127,"CR"
"  6638",51.4156,-0.20082,"SW"
"  6639",51.42066,-0.17904,"SW"
"  6640",51.4281,-0.19457,"SW"
"  6641",51.39881,-0.10515,"CR"
"  6642",51.42358,-0.13577,"SW"
"  6643",51.42471,-0.15011,"SW"
"  6644",51.42655,-0.15291,"SW"
"  6645",51.42983,-0.19019,"SW"
"  6646",51.44526,-0.19965,"SW"
"  6647",51.45239,-0.19506,"SW"
"  6648",51.43066,-0.12829,"SW"
"  6649",51.44223,-0.12062,"SW"
"  6650",51.46738,-0.17574,"SW"
"  6651",51.47978,-0.16373,"SW"
"  6652",51.48202,-0.13483,"SW"
"  6653",51.42887,-0.07369,"SE"
"  6654",51.42042,-0.10713,"SW"
"  6655",51.44169,-0.08754,"SE"
"  6656",51.44921,-0.10738,"SE"
"  6657",51.45213,-0.12165,"SW"
"  6658",51.4734,-0.10206,"SE"
"  6659",51.46949,-0.13822,"SW"
"  6660",51.46854,-0.13538,"SW"
"  6661",51.47647,-0.12497,"SW"
"  6662",51.49435,-0.11848,"SE"
"  6663",51.50154,-0.11818,"SE"
"  6664",51.50169,-0.07206,"SE"
"  6665",51.47738,-0.07021,"SE"
"  6666",51.46603,-0.09084,"SE"
"  6667",51.46094,-0.05506,"SE"
"  6668",51.46709,-0.04616,"SE"
"  6669",51.4942,-0.05365,"SE"
"  6670",51.49126,-0.03937,"SE"
"  6671",51.36222,0.03844,"BR"
"  6672",51.32557,0.02533,"TN"
"  6673",51.34794,0.03206,"BR"
"  6674",51.31751,-0.02956,"CR"
"  6675",51.34635,-0.03263,"CR"
"  6676",51.36245,-0.02763,"CR"
"  6677",51.36231,-0.01902,"CR"
"  6678",51.36852,-0.01444,"BR"
"  6679",51.40156,0.0517,"BR"
"  6680",51.40196,0.02871,"BR"
"  6681",51.40903,0.03621,"BR"
"  6682",51.4074,0.02607,"BR"
"  6683",51.37906,0.00039,"BR"
"  6684",51.39818,-0.01316,"BR"
"  6685",51.40467,-0.02438,"BR"
"  6686",51.41178,-0.01976,"BR"
"  6687",51.43892,-0.02866,"SE"
"  6688",51.3752,-0.07083,"CR"
"  6689",51.36444,-0.03904,"CR"
"  6690",51.40212,-0.03312,"BR"
"  6691",51.41248,-0.06144,"SE"
"  6692",51.41508,-0.05557,"SE"
"  6693",51.41597,-0.03412,"BR"
"  6694",51.44476,-0.05575,"SE"
"  6695",51.4064,0.08355,"BR"
"  6696",51.4057,0.07201,"BR"
"  6697",51.42433,0.03545,"SE"
"  6698",51.43776,0.03893,"SE"
"  6699",51.43004,0.0688,"SE"
"  6700",51.45151,0.07553,"SE"
"  6701",51.43931,0.05339,"SE"
"  6702",51.45084,0.06254,"SE"
"  6704",51.47618,-0.01599,"SE"
"  6706",51.47712,-0.00109,"SE"
"  6709",51.47758,0.02486,"SE"
"  6710",51.47982,0.05089,"SE"
"  6711",51.50532,0.13925,"SE"
"  6712",51.47342,0.15717,"DA"
"  6713",51.47724,0.19336,"DA"
"  6714",51.26823,0.04224,"RH"
"  6715",51.24791,0.04342,"RH"
"  6716",51.26268,0.07274,"TN"
"  6717",51.28288,0.04927,"TN"
"  6718",51.28735,0.0509,"TN"
"  6719",51.30576,0.10364,"TN"
"  6720",51.27955,0.13517,"TN"
"  6721",51.29855,0.12888,"TN"
"  6722",51.26504,0.19041,"TN"
"  6723",51.29231,0.19664,"TN"
"  6724",51.29584,0.25184,"TN"
"  6725",51.28206,0.24141,"TN"
"  6726",51.26223,0.19601,"TN"
"  6727",51.26567,0.20477,"TN"
"  6728",51.27103,0.25378,"TN"
"  6729",51.2737,0.25535,"TN"
"  6730",51.18797,0.26976,"TN"
"  6731",51.3213,0.21175,"TN"
"  6732",51.32598,0.20192,"TN"
"  6733",51.36718,0.2062,"DA"
"  6734",51.3302,0.26386,"TN"
"  6735",51.37878,0.21596,"DA"
"  6736",51.39437,0.24508,"DA"
"  6737",51.39256,0.24825,"DA"
"  6738",51.41067,0.24195,"DA"
"  6739",51.37943,0.18149,"BR"
"  6740",51.32803,0.32836,"TN"
"  6741",51.37264,0.32289,"DA"
"  6742",51.38347,0.29955,"DA"
"  6743",51.42567,0.20959,"DA"
"  6744",51.43267,0.22,"DA"
"  6745",51.33241,0.14624,"TN"
"  6746",51.34834,0.11108,"BR"
"  6747",51.32317,0.05968,"BR"
"  6748",51.3208,0.04091,"TN"
"  6749",51.33129,0.05861,"BR"
"  6750",51.35316,0.04235,"BR"
"  6752",51.33254,0.03856,"BR"
"  6753",51.3666,0.09611,"BR"
"  6754",51.37902,0.1053,"BR"
"  6755",51.40973,0.09808,"BR"
"  6756",51.4188,0.09418,"BR"
"  6757",51.42136,0.10149,"DA"
"  6758",51.38659,0.1344,"BR"
"  6759",51.4586,0.1136,"DA"
"  6760",51.44465,0.20475,"DA"
"  6761",51.47,0.19589,"DA"
"  6762",51.46603,0.23488,"DA"
"  6764",51.44571,0.24366,"DA"
"  6765",51.44496,0.27807,"DA"
"  6766",51.39685,0.35054,"DA"
"  6767",51.41018,0.31816,"DA"
"  6768",51.42721,0.31613,"DA"
"  6769",51.37685,0.36102,"DA"
"  6770",51.44745,0.33875,"DA"
"  6771",51.41319,0.38734,"DA"
"  6772",51.39522,0.38641,"DA"
"  6773",51.43907,0.39733,"DA"
"  6774",51.41437,0.46076,"ME"
"  6775",51.42233,0.46694,"ME"
"  6776",51.47884,0.47431,"ME"
"  6777",51.45906,0.59445,"ME"
"  6778",51.10465,-0.0472,"RH"
"  6779",51.11771,-0.07523,"RH"
"  6780",51.1099,-0.0927,"RH"
"  6781",51.08703,-0.06936,"RH"
"  6782",51.09185,-0.03489,"RH"
"  6783",51.07759,-0.04263,"RH"
"  6784",51.1014,-0.01448,"RH"
"  6785",51.09998,0.00971,"RH"
"  6786",51.10825,0.00582,"RH"
"  6787",51.09233,0.04226,"RH"
"  6788",51.08831,0.06636,"TN"
"  6789",51.11997,0.10636,"TN"
"  6790",51.12463,0.04654,"RH"
"  6791",51.09057,0.09074,"TN"
"  6792",51.04001,0.10131,"TN"
"  6793",51.05697,0.15774,"TN"
"  6794",51.04484,0.18143,"TN"
"  6795",51.04545,0.19715,"TN"
"  6796",51.0524,0.1618,"TN"
"  6797",51.04232,0.21983,"TN"
"  6798",51.07535,0.23284,"TN"
"  6799",51.09782,0.23392,"TN"
"  6800",51.12333,0.26373,"TN"
"  6801",51.12908,0.24543,"TN"
"  6802",51.11802,0.21203,"TN"
"  6803",51.15177,0.03773,"RH"
"  6804",51.15611,0.04651,"RH"
"  6805",51.16321,0.10261,"TN"
"  6806",51.15854,0.11241,"TN"
"  6807",51.16118,0.11539,"TN"
"  6808",51.15168,0.17805,"TN"
"  6809",51.15024,0.22072,"TN"
"  6810",51.13253,0.25275,"TN"
"  6811",51.13746,0.23011,"TN"
"  6812",51.16946,0.25026,"TN"
"  6813",51.23852,-0.09312,"RH"
"  6814",51.25214,-0.0617,"RH"
"  6815",51.25125,-0.04673,"RH"
"  6816",51.23636,-0.0454,"RH"
"  6817",51.23242,0.00262,"RH"
"  6818",51.13589,-0.03302,"RH"
"  6819",51.13142,-0.03464,"RH"
"  6820",51.1524,-0.05234,"RH"
"  6821",51.15226,-0.04376,"RH"
"  6822",51.15462,-0.02364,"RH"
"  6823",51.13368,-0.00881,"RH"
"  6824",51.14833,-0.02391,"RH"
"  6825",51.14891,-0.00529,"RH"
"  6826",51.15134,0.01054,"RH"
"  6827",51.16307,0.00819,"RH"
"  6828",51.18686,-0.0151,"RH"
"  6829",51.22201,-0.077,"RH"
"  6830",51.21298,-0.04851,"RH"
"  6831",51.2126,-0.04836,"RH"
"  6832",51.24818,0.02766,"RH"
"  6833",51.24556,0.02325,"RH"
"  6834",51.19488,0.04107,"TN"
"  6835",51.20142,0.07858,"TN"
"  6836",51.24447,0.05781,"RH"
"  6837",51.16265,0.08399,"TN"
"  6838",51.18157,0.13207,"TN"
"  6839",51.16061,0.14683,"TN"
"  6840",51.17454,0.187,"TN"
"  6841",51.19469,0.23613,"TN"
"  6842",51.24787,0.17688,"TN"
"  6843",51.24666,0.21103,"TN"
"  6844",51.24581,0.20812,"TN"
"  6845",51.19476,0.27342,"TN"
"  6846",51.23027,0.22171,"TN"
"  6847",51.22553,0.23437,"TN"
"  6848",51.21624,0.24967,"TN"
"  6849",51.157,0.2897,"TN"
"  6850",51.18157,0.27517,"TN"
"  6851",51.20959,0.29659,"TN"
"  6852",51.28684,0.2732,"TN"
"  6853",51.29061,0.31069,"TN"
"  6854",51.29052,0.31498,"TN"
"  6855",51.25197,0.30875,"TN"
"  6856",51.21725,0.33565,"TN"
"  6857",51.15798,0.32709,"TN"
"  6858",51.20972,0.39685,"TN"
"  6859",50.81418,0.34104,"BN"
"  6860",51.21262,0.38697,"TN"
"  6861",51.10917,0.34306,"TN"
"  6862",51.08433,0.28039,"TN"
"  6863",51.09845,0.33966,"TN"
"  6864",51.06326,0.34502,"TN"
"  6865",51.07709,0.37285,"TN"
"  6866",51.09302,0.40749,"TN"
"  6868",51.0799,0.45439,"TN"
"  6869",51.10461,0.44588,"TN"
"  6870",51.1341,0.40008,"TN"
"  6871",51.1283,0.46267,"TN"
"  6872",51.18209,0.40114,"TN"
"  6873",51.22241,0.42123,"ME"
"  6874",51.18787,0.45297,"TN"
"  6875",51.15071,0.74848,"TN"
"  6876",51.10756,0.82308,"TN"
"  6877",51.12877,0.74998,"TN"
"  6878",51.10057,0.69978,"TN"
"  6879",51.18505,0.74193,"TN"
"  6880",51.1672,0.61783,"TN"
"  6881",51.09539,0.52949,"TN"
"  6882",51.09589,0.54809,"TN"
"  6883",51.12264,0.65154,"TN"
"  6884",51.11202,0.63186,"TN"
"  6885",51.16866,0.60153,"TN"
"  6886",51.10319,0.50134,"TN"
"  6887",51.11076,0.52604,"TN"
"  6888",51.147,0.55519,"TN"
"  6889",51.18812,0.62168,"TN"
"  6890",51.17255,0.5795,"TN"
"  6891",51.1712,0.55939,"TN"
"  6892",51.19908,0.51799,"TN"
"  6893",51.22826,0.49952,"ME"
"  6894",51.22757,0.48946,"ME"
"  6895",51.20628,0.47542,"TN"
"  6896",51.1746,0.48517,"TN"
"  6897",51.25417,0.48731,"ME"
"  6898",51.2663,0.48725,"ME"
"  6899",51.22662,0.61547,"ME"
"  6900",51.24096,0.57759,"ME"
"  6901",51.22147,0.56361,"ME"
"  6902",51.26649,0.52024,"ME"
"  6903",51.23462,0.69903,"ME"
"  6904",51.24364,0.69812,"ME"
"  6905",51.25112,0.63419,"ME"
"  6906",51.2724,0.65966,"ME"
"  6907",51.26564,0.64063,"ME"
"  6908",51.27282,0.60417,"ME"
"  6909",51.29409,0.57483,"ME"
"  6910",51.28477,0.56563,"ME"
"  6911",51.27089,0.52478,"ME"
"  6912",51.27637,0.52078,"ME"
"  6913",51.28508,0.53417,"ME"
"  6914",51.30587,0.54564,"ME"
"  6915",51.29489,0.5056,"ME"
"  6916",51.30032,0.49483,"ME"
"  6917",51.31107,0.35315,"ME"
"  6918",51.30313,0.40315,"ME"
"  6919",51.27349,0.35715,"ME"
"  6920",51.3519,0.4373,"ME"
"  6921",51.36998,0.3894,"DA"
"  6922",51.3755,0.42706,"ME"
"  6923",51.34323,0.50721,"ME"
"  6924",51.36249,0.48959,"ME"
"  6925",51.39585,0.48565,"ME"
"  6926",51.36655,0.55159,"ME"
"  6927",51.40832,0.44893,"ME"
"  6928",51.43183,0.52789,"ME"
"  6929",51.41968,0.50708,"ME"
"  6930",51.41154,0.50951,"ME"
"  6931",51.37839,0.54507,"ME"
"  6932",51.37541,0.55784,"ME"
"  6933",51.3835,0.62815,"ME"
"  6934",51.33192,0.61285,"ME"
"  6935",51.41088,0.88907,"ME"
"  6936",51.41502,0.90385,"ME"
"  6937",51.37671,0.78605,"ME"
"  6938",51.40464,0.77519,"ME"
"  6939",51.31116,0.65616,"ME"
"  6940",51.34956,0.74728,"ME"
"  6941",51.3128,0.74093,"ME"
"  6942",51.28087,0.72182,"ME"
"  6943",51.33197,0.80526,"ME"
"  6944",51.27949,0.81783,"ME"
"  6945",51.3016,0.83354,"ME"
"  6946",51.29648,0.85905,"ME"
"  6947",51.30702,0.86975,"ME"
"  6948",51.26855,0.89747,"ME"
"  6949",51.29847,0.88787,"ME"
"  6950",51.31784,0.90488,"ME"
"  6951",51.31203,0.92173,"ME"
"  6952",51.33757,0.94346,"ME"
"  6953",51.26245,0.92576,"ME"
"  6954",51.27165,0.91774,"ME"
"  6955",51.27538,0.94809,"ME"
"  6956",51.30064,0.9454,"ME"
"  6957",51.36536,1.12056,"CT"
"  6958",51.36143,1.13323,"CT"
"  6959",51.36752,1.14083,"CT"
"  6960",51.37276,1.17524,"CT"
"  6962",51.36893,1.44274,"CT"
"  6963",51.3693,1.42983,"CT"
"  6964",51.3626,1.4437,"CT"
"  6965",51.36106,1.43496,"CT"
"  6966",51.35734,1.43899,"CT"
"  6967",51.23808,0.74365,"ME"
"  6968",51.21379,0.74364,"ME"
"  6969",51.21203,0.7421,"ME"
"  6970",51.20145,0.73288,"TN"
"  6972",51.20286,0.78401,"TN"
"  6973",51.20504,0.80899,"TN"
"  6974",51.15315,0.87163,"TN"
"  6975",51.15042,0.87289,"TN"
"  6976",51.10451,0.98049,"TN"
"  6977",51.09449,0.93758,"TN"
"  6978",51.12122,0.93702,"TN"
"  6979",51.14561,0.88546,"TN"
"  6980",51.15114,0.88009,"TN"
"  6981",51.15692,0.86471,"TN"
"  6982",51.15318,0.8702,"TN"
"  6983",51.17083,0.88418,"TN"
"  6984",51.17044,0.97144,"TN"
"  6986",51.19441,0.91285,"TN"
"  6987",51.22534,0.9702,"CT"
"  6988",51.26126,0.97299,"CT"
"  6989",51.15476,1.02193,"TN"
"  6990",51.15969,1.00508,"TN"
"  6991",51.18099,1.05084,"CT"
"  6992",51.25862,1.0058,"CT"
"  6993",51.28284,1.04324,"CT"
"  6994",51.28063,1.05887,"CT"
"  6995",51.28303,1.07051,"CT"
"  6996",51.29397,1.11044,"CT"
"  6997",51.30768,1.15827,"CT"
"  6998",51.18507,1.06685,"CT"
"  6999",51.1267,1.06298,"CT"
"  7000",51.12349,1.05505,"CT"
"  7001",51.13743,1.09944,"CT"
"  7002",51.20684,1.16138,"CT"
"  7003",51.21491,1.14864,"CT"
"  7004",51.2654,1.15823,"CT"
"  7005",51.27399,1.17316,"CT"
"  7006",51.22366,1.23703,"CT"
"  7007",51.26157,1.29705,"CT"
"  7008",51.25213,1.2161,"CT"
"  7010",51.30069,1.21662,"CT"
"  7011",51.32054,1.23023,"CT"
"  7012",51.31263,1.24043,"CT"
"  7013",51.28619,1.25291,"CT"
"  7014",51.29212,1.26624,"CT"
"  7015",51.33662,1.31536,"CT"
"  7016",51.27569,1.33822,"CT"
"  7017",51.27745,1.33979,"CT"
"  7018",51.17478,1.3438,"CT"
"  7019",51.18538,1.28731,"CT"
"  7020",51.2224,1.34582,"CT"
"  7021",51.19036,1.23756,"CT"
"  7022",51.18684,1.27966,"CT"
"  7024",51.24525,1.36468,"CT"
"  7025",51.25305,1.34375,"CT"
"  7026",51.22071,1.40444,"CT"
"  7027",51.20718,1.38466,"CT"
"  7028",51.11936,1.20257,"CT"
"  7029",51.14222,1.25421,"CT"
"  7030",51.13376,1.29937,"CT"
"  7031",51.13026,1.31964,"CT"
"  7033",51.09762,1.15751,"CT"
"  7034",51.06851,1.08626,"CT"
"  7035",51.07955,1.077,"CT"
"  7036",51.07959,1.07557,"CT"
"  7037",51.09026,1.05938,"CT"
"  7038",51.07703,1.00115,"CT"
"  7039",51.08117,0.94429,"TN"
"  7040",51.07791,0.93123,"TN"
"  7041",51.04675,0.80796,"TN"
"  7042",51.03903,0.90309,"TN"
"  7043",50.99824,0.90584,"TN"
"  7044",51.02674,0.99789,"TN"
"  7045",51.03928,1.02218,"TN"
"  7046",50.94354,0.94412,"TN"
"  7047",51.01274,0.2612,"TN"
"  7048",50.98882,0.33414,"TN"
"  7049",51.03425,0.3564,"TN"
"  7050",51.01281,0.39821,"TN"
"  7051",51.02944,0.45885,"TN"
"  7052",50.97091,0.28481,"TN"
"  7053",50.94051,0.36589,"TN"
"  7054",50.98381,0.35954,"TN"
"  7055",50.9888,0.37974,"TN"
"  7056",50.98862,0.38829,"TN"
"  7057",50.97851,0.39917,"TN"
"  7058",50.96416,0.397,"TN"
"  7059",50.99041,0.47532,"TN"
"  7060",50.96239,0.39549,"TN"
"  7061",50.94377,0.42585,"TN"
"  7062",50.96479,0.45302,"TN"
"  7063",50.97897,0.46331,"TN"
"  7065",51.03567,0.46204,"TN"
"  7066",51.04532,0.51534,"TN"
"  7067",51.03653,0.54768,"TN"
"  7068",50.99571,0.59469,"TN"
"  7069",51.02946,0.58296,"TN"
"  7070",51.07712,0.81694,"TN"
"  7071",51.08713,0.7747,"TN"
"  7072",51.08118,0.76006,"TN"
"  7073",51.09592,0.74523,"TN"
"  7074",51.08261,0.69874,"TN"
"  7075",51.07719,0.69985,"TN"
"  7076",51.06753,0.68929,"TN"
"  7077",51.09469,0.6423,"TN"
"  7078",51.0618,0.66469,"TN"
"  7079",51.01271,0.72605,"TN"
"  7080",50.97587,0.68542,"TN"
"  7081",50.981,0.73559,"TN"
"  7082",50.98287,0.73285,"TN"
"  7083",51.01091,0.76444,"TN"
"  7084",50.96885,0.75237,"TN"
"  7085",50.97609,0.7424,"TN"
"  7086",50.97089,0.74497,"TN"
"  7087",50.93071,0.84509,"TN"
"  7088",50.96843,0.81035,"TN"
"  7089",50.99369,0.8076,"TN"
"  7090",50.99682,0.78926,"TN"
"  7091",50.92963,0.49913,"TN"
"  7092",50.92716,0.53031,"TN"
"  7093",50.96301,0.53653,"TN"
"  7094",50.95846,0.53913,"TN"
"  7095",50.94358,0.5611,"TN"
"  7096",50.93054,0.58174,"TN"
"  7097",50.87847,0.61725,"TN"
"  7098",50.91678,0.67347,"TN"
"  7099",50.90186,0.65697,"TN"
"  7100",50.94556,0.73277,"TN"
"  7101",50.95982,0.5959,"TN"
"  7102",50.94317,0.68797,"TN"
"  7103",50.94976,0.72521,"TN"
"  7104",50.93967,0.7716,"TN"
"  7105",50.86367,0.5951,"TN"
"  7106",50.85869,0.57635,"TN"
"  7107",50.86297,0.56803,"TN"
"  7108",50.86592,0.61512,"TN"
"  7109",50.89271,0.45875,"TN"
"  7110",50.87226,0.48341,"TN"
"  7111",50.90233,0.47795,"TN"
"  7112",50.89223,0.48148,"TN"
"  7113",50.89866,0.51739,"TN"
"  7114",50.85529,0.52642,"TN"
"  7115",50.85141,0.49779,"TN"
"  7116",50.88977,0.55388,"TN"
"  7117",50.89075,0.5457,"TN"
"  7118",50.88415,0.55103,"TN"
"  7119",50.87899,0.55329,"TN"
"  7120",50.87459,0.54879,"TN"
"  7121",50.91859,0.39709,"TN"
"  7122",50.93683,0.36997,"TN"
"  7123",50.91996,0.35915,"BN"
"  7124",50.91546,0.35893,"BN"
"  7125",50.92134,0.33503,"BN"
"  7126",50.88458,0.39141,"TN"
"  7127",50.85288,0.38419,"TN"
"  7128",50.8443,0.4125,"TN"
"  7129",50.81726,0.36675,"BN"
"  7130",50.88843,0.27081,"BN"
"  7131",50.87851,0.27175,"BN"
"  7132",50.8809,0.28751,"BN"
"  7135",50.87918,0.32856,"BN"
"  7136",50.8201,0.26891,"BN"
"  7137",50.851,0.31257,"BN"
"  7138",50.82665,0.3019,"BN"
"  7140",50.8121,0.26427,"BN"
"  7141",50.80657,0.22425,"BN"
"  7142",50.81844,0.26173,"BN"
"  7143",50.76329,0.27609,"BN"
"  7144",50.76804,0.26356,"BN"
"  7145",50.7709,0.25518,"BN"
"  7146",50.77563,0.28946,"BN"
"  7147",50.78085,0.29823,"BN"
"  7148",50.79665,0.27204,"BN"
"  7149",50.78146,0.26704,"BN"
"  7150",50.80396,0.31214,"BN"
"  7151",50.81777,0.34122,"BN"
"  7152",50.8142,0.35872,"BN"
"  7153",50.74927,0.25698,"BN"
"  7154",50.76763,0.23801,"BN"
"  7155",50.95423,0.30962,"TN"
"  7156",50.91085,0.29112,"BN"
"  7157",50.96966,0.25625,"TN"
"  7158",50.92857,0.24145,"TN"
"  7159",50.97127,0.21929,"TN"
"  7160",50.95943,0.22727,"TN"
"  7162",50.9452,0.18915,"TN"
"  7163",50.92503,0.17212,"BN"
"  7164",50.91245,0.23783,"TN"
"  7165",50.86161,0.2155,"BN"
"  7166",50.86163,0.21408,"BN"
"  7167",50.84008,0.18597,"BN"
"  7168",50.82175,0.18237,"BN"
"  7169",50.79649,0.16145,"BN"
"  7170",50.79516,0.16126,"BN"
"  7171",50.82653,0.11869,"BN"
"  7172",50.79728,0.19259,"BN"
"  7173",50.78041,0.18045,"BN"
"  7174",50.7896,0.21777,"BN"
"  7175",50.76382,0.20225,"BN"
"  7176",50.76582,0.19111,"BN"
"  7177",50.77702,0.1207,"BN"
"  7178",50.7744,0.11633,"BN"
"  7179",50.8008,0.08224,"BN"
"  7180",51.04254,-0.21246,"RH"
"  7181",51.02486,-0.17463,"RH"
"  7182",51.06509,-0.15878,"RH"
"  7183",51.09144,-0.11917,"RH"
"  7184",51.07026,-0.1443,"RH"
"  7185",51.05703,-0.10486,"RH"
"  7186",51.03925,-0.0967,"RH"
"  7187",50.99955,-0.11006,"RH"
"  7188",51.00725,-0.08551,"RH"
"  7189",50.99296,-0.0918,"RH"
"  7190",51.07991,-0.07394,"RH"
"  7191",51.05021,-0.03297,"RH"
"  7192",51.0309,-0.04745,"RH"
"  7193",51.04815,-0.00392,"RH"
"  7194",51.03239,-0.02884,"RH"
"  7195",51.00126,-0.03455,"RH"
"  7196",51.0186,0.00531,"RH"
"  7197",50.98728,-0.07493,"RH"
"  7198",50.97331,-0.04559,"BN"
"  7199",51.03618,0.01269,"RH"
"  7200",51.02235,0.03205,"TN"
"  7201",50.97142,0.01273,"BN"
"  7202",51.00595,0.04417,"TN"
"  7203",50.98071,0.04733,"TN"
"  7204",50.97896,0.04441,"TN"
"  7205",50.96297,0.0104,"BN"
"  7206",51.00762,0.06719,"TN"
"  7207",51.03118,0.09235,"TN"
"  7208",51.03008,0.10371,"TN"
"  7209",51.022,0.20032,"TN"
"  7210",51.02109,0.15248,"TN"
"  7211",50.9943,0.19046,"TN"
"  7212",50.99634,0.17773,"TN"
"  7213",50.97343,0.10257,"TN"
"  7214",50.96472,0.08651,"TN"
"  7215",50.92903,0.1205,"BN"
"  7216",50.9373,0.11091,"BN"
"  7217",50.94266,0.06274,"TN"
"  7218",50.9634,0.00812,"BN"
"  7219",50.90458,0.07955,"BN"
"  7220",50.91103,0.0713,"BN"
"  7221",50.92121,-0.1047,"BN"
"  7222",50.92961,-0.01469,"BN"
"  7223",50.92116,0.02784,"BN"
"  7224",50.91892,0.03181,"BN"
"  7225",50.91288,0.04778,"BN"
"  7226",50.91432,0.0373,"BN"
"  7227",50.91683,-0.00385,"BN"
"  7228",50.89605,0.05966,"BN"
"  7229",50.89082,-0.00781,"BN"
"  7230",50.8667,-0.05399,"BN"
"  7231",50.8673,-0.00028,"BN"
"  7232",50.87447,0.00145,"BN"
"  7233",50.86548,0.00106,"BN"
"  7234",50.86514,0.02095,"BN"
"  7235",50.89302,0.08247,"BN"
"  7236",50.86447,0.15878,"BN"
"  7237",50.89814,0.0878,"BN"
"  7238",50.89519,0.10189,"BN"
"  7239",50.86537,0.15882,"BN"
"  7240",50.84569,0.05278,"BN"
"  7241",50.80119,0.01133,"BN"
"  7242",50.80222,0.01823,"BN"
"  7243",50.81244,0.05132,"BN"
"  7244",50.81194,-0.02394,"BN"
"  7245",50.82335,-0.04326,"BN"
"  7246",50.82316,-0.04903,"BN"
"  7247",50.80894,-0.05956,"BN"
"  7248",50.81362,-0.07072,"BN"
"  7249",50.8956,-0.07871,"BN"
"  7251",50.89471,-0.07875,"BN"
"  7252",50.8595,-0.0931,"BN"
"  7253",50.85915,-0.10437,"BN"
"  7254",50.83575,-0.1039,"BN"
"  7255",50.83834,-0.12435,"BN"
"  7256",50.85282,-0.13183,"BN"
"  7257",50.86658,-0.16097,"BN"
"  7258",50.88742,-0.12882,"BN"
"  7259",50.86167,-0.14975,"BN"
"  7260",50.85084,-0.14734,"BN"
"  7261",50.83104,-0.1467,"BN"
"  7262",50.84203,-0.15905,"BN"
"  7263",50.83787,-0.16134,"BN"
"  7264",50.84403,-0.17176,"BN"
"  7265",50.84408,-0.1746,"BN"
"  7266",50.83198,-0.20631,"BN"
"  7267",50.88048,-0.26132,"BN"
"  7268",50.85668,-0.23379,"BN"
"  7269",50.83243,-0.23612,"BN"
"  7270",51.04452,-0.41213,"RH"
"  7271",51.02633,-0.39706,"RH"
"  7272",50.99586,-0.40524,"RH"
"  7273",50.98346,-0.35437,"RH"
"  7274",50.96141,-0.38506,"RH"
"  7275",51.02602,-0.3115,"RH"
"  7276",51.02974,-0.31992,"RH"
"  7277",50.97556,-0.30479,"RH"
"  7278",50.95674,-0.30974,"RH"
"  7279",50.90958,-0.40961,"RH"
"  7280",50.90358,-0.12675,"BN"
"  7281",50.90795,-0.14422,"BN"
