"site_id","latitude","longitude","postcode"
" 16412",54.59998,-5.82413,"BT"
" 16414",54.63042,-5.81786,"BT"
" 16415",54.64824,-5.80915,"BT"
" 16416",54.65914,-5.76671,"BT"
" 16417",54.63435,-5.74659,"BT"
" 16418",54.66568,-5.68419,"BT"
" 16419",54.62873,-5.67854,"BT"
" 16420",54.63322,-5.67829,"BT"
" 16421",54.66901,-5.57856,"BT"
" 16422",54.65981,-5.56826,"BT"
" 16423",54.48455,-5.43667,"BT"
" 16424",54.49494,-5.46072,"BT"
" 16425",54.50677,-5.46771,"BT"
" 16427",54.53474,-5.56025,"BT"
" 16428",54.54046,-5.57691,"BT"
" 16429",54.54548,-5.5714,"BT"
" 16430",54.59409,-5.51801,"BT"
" 16431",54.64585,-5.5443,"BT"
" 16432",54.65223,-5.54494,"BT"
" 16433",54.60395,-5.69853,"BT"
" 16434",54.59709,-5.71594,"BT"
" 16435",54.59092,-5.72248,"BT"
" 16436",54.58545,-5.81562,"BT"
" 16437",54.59513,-5.80427,"BT"
" 16438",54.58696,-5.80007,"BT"
" 16439",54.5507,-5.84798,"BT"
" 16440",54.55249,-5.76149,"BT"
" 16441",54.52426,-5.81116,"BT"
" 16442",54.49893,-5.80171,"BT"
" 16443",54.45414,-5.76093,"BT"
" 16444",54.41703,-5.652,"BT"
" 16445",54.40362,-5.65585,"BT"
" 16446",54.38202,-5.654,"BT"
" 16447",54.37184,-5.68537,"BT"
" 16448",54.40831,-5.91132,"BT"
" 16449",54.37213,-5.89777,"BT"
" 16450",54.34773,-5.94208,"BT"
" 16451",54.34733,-5.89513,"BT"
" 16452",54.47499,-5.81997,"BT"
" 16453",54.46267,-5.82376,"BT"
" 16454",54.39848,-5.76396,"BT"
" 16455",54.39666,-5.76252,"BT"
" 16457",54.32481,-5.71722,"BT"
" 16458",54.32667,-5.7202,"BT"
" 16459",54.37016,-5.55463,"BT"
" 16460",54.31554,-5.70237,"BT"
" 16461",54.26615,-5.65752,"BT"
" 16462",54.34503,-5.83916,"BT"
" 16463",54.32087,-5.84504,"BT"
" 16464",54.30553,-5.84123,"BT"
" 16465",54.30556,-5.84277,"BT"
" 16466",54.26608,-5.94922,"BT"
" 16467",54.26032,-5.92802,"BT"
" 16468",54.22094,-5.88552,"BT"
" 16469",54.19555,-6.03088,"BT"
" 16471",54.20747,-5.99162,"BT"
" 16472",54.2206,-5.91774,"BT"
" 16473",54.20997,-5.90184,"BT"
" 16474",54.21038,-5.89833,"BT"
" 16475",54.21112,-5.88909,"BT"
" 16476",54.12957,-5.90242,"BT"
" 16477",54.16237,-5.97485,"BT"
" 16478",54.13384,-5.92455,"BT"
" 16479",54.18203,-5.98423,"BT"
" 16480",54.16375,-6.0104,"BT"
" 16481",54.15045,-6.02078,"BT"
" 16484",54.12141,-6.0038,"BT"
" 16485",54.08248,-6.04083,"BT"
" 16486",54.06397,-6.00809,"BT"
" 16487",54.03938,-6.09935,"BT"
" 16488",54.09647,-6.18847,"BT"
" 16489",54.13543,-6.15553,"BT"
" 16490",54.10849,-6.21088,"BT"
" 16493",54.23014,-6.17342,"BT"
" 16495",54.16967,-6.34149,"BT"
" 16497",54.12413,-6.29741,"BT"
" 16498",54.1112,-6.27347,"BT"
" 16499",54.20145,-6.58491,"BT"
" 16500",54.09113,-6.60585,"BT"
" 16501",54.076,-6.60805,"BT"
" 16502",54.08759,-6.45329,"BT"
" 16504",54.39222,-7.93996,"BT"
" 16505",54.41376,-8.09088,"BT"
" 16506",54.22765,-7.17038,"BT"
" 16507",54.16367,-7.45409,"BT"
" 16508",54.18299,-7.36122,"BT"
" 16509",54.21124,-7.4405,"BT"
" 16510",54.32961,-7.23443,"BT"
" 16511",54.27977,-7.31366,"BT"
" 16512",54.36205,-7.25075,"BT"
" 16513",54.34836,-7.37097,"BT"
" 16515",54.40407,-7.37165,"BT"
" 16517",54.26215,-7.37842,"BT"
" 16518",54.25328,-7.40157,"BT"
" 16519",54.22016,-7.66729,"BT"
" 16520",54.32033,-7.91701,"BT"
" 16521",54.29602,-7.8679,"BT"
" 16522",54.25813,-7.7652,"BT"
" 16524",54.25806,-7.73144,"BT"
" 16525",54.26698,-7.70529,"BT"
" 16526",54.26521,-7.71451,"BT"
" 16527",54.33497,-7.60179,"BT"
" 16528",54.29911,-7.62518,"BT"
" 16529",54.31703,-7.61119,"BT"
" 16530",54.3274,-7.61973,"BT"
" 16531",54.34267,-7.81393,"BT"
" 16532",54.35131,-7.65547,"BT"
" 16534",54.35679,-7.65916,"BT"
" 16535",54.35943,-7.66617,"BT"
" 16536",54.37537,-7.59217,"BT"
" 16538",54.44865,-7.48969,"BT"
" 16539",54.42301,-7.59786,"BT"
" 16540",54.47072,-7.62824,"BT"
" 16541",54.47164,-7.63595,"BT"
" 16542",54.47257,-7.6452,"BT"
" 16543",54.41513,-7.66726,"BT"
" 16545",54.54692,-7.57501,"BT"
" 16546",54.54463,-7.71566,"BT"
" 16548",54.47652,-8.08488,"BT"
" 16550",49.501,-2.552,""
" 16551",49.526,-2.518,""
" 16552",49.43,-2.619,""
" 16553",49.405,-2.6,""
" 16554",49.436,-2.346,""
" 16555",49.441,-2.354,""
" 16556",49.435,-2.355,""
" 16558",49.43,-2.365,""
" 16559",49.439,-2.358,""
" 16560",49.236,-2.234,""
" 16561",49.186,-2.224,""
" 16562",49.214,-2.209,""
" 16563",49.244,-2.198,""
" 16564",49.2,-2.195,""
" 16565",49.208,-2.201,""
" 16566",49.212,-2.185,""
" 16567",49.229,-2.165,""
" 16568",49.231,-2.228,""
" 16569",49.23,-2.133,""
" 16570",49.204,-2.134,""
" 16571",49.184,-2.088,""
" 16572",49.211,-2.093,""
" 16573",49.203,-2.089,""
" 16574",49.181,-2.092,""
" 16575",49.193,-2.048,""
" 16576",49.218,-2.03,""
" 16577",49.199,-2.009,""
" 16579",57.18532,-2.97454,"AB"
" 16580",57.4647,-2.20688,"AB"
" 16581",57.69801,-2.12106,"AB"
" 16582",54.82918,-2.25376,"NE"
" 16583",52.10684,-1.00846,"NN"
" 16584",53.60258,-2.44887,"BL"
" 16585",52.01402,-4.15248,"SA"
" 16586",51.56077,-0.00175,"E"
" 16587",51.77786,0.03103,"SG"
" 16588",51.46398,0.31301,"DA"
" 16589",55.28501,-2.2779,"NE"
" 16590",54.89749,-2.24951,"NE"
" 16591",54.9694,-2.24527,"NE"
" 16592",54.66031,-2.19844,"DL"
" 16594",54.48541,-0.61832,"YO"
" 16595",53.5801,0.12247,"HU"
" 16596",54.20454,-1.38856,"YO"
" 16597",53.87175,-1.82065,"BD"
" 16598",70.933,-8.666,""
" 16599",78.25,15.467,""
" 16600",69.683,18.916,""
" 16601",74.516,19.016,""
" 16602",70.366,31.099,""
" 16603",67.266,14.366,""
" 16604",63.699,9.599,""
" 16605",60.399,5.316,""
" 16606",60.199,11.083,""
" 16607",58.883,5.633,""
" 16608",50.82658,-0.52746,"BN"
" 16609",54.99917,-4.24991,"DG"
" 16610",55.19649,-3.97984,"DG"
" 16611",52.0629,-3.61341,"LD"
" 16612",50.6368,-2.42436,"DT"
" 16613",52.51685,-0.72511,"LE"
" 16614",52.22346,1.35179,"IP"
" 16615",52.40927,1.72799,"NR"
" 16616",51.29774,-2.71436,"BS"
" 16617",51.01231,-2.6173,"BA"
" 16618",57.28948,-2.85949,"AB"
" 16619",57.46815,-6.42353,"IV"
" 16620",50.36908,-4.89292,"PL"
" 16621",57.57261,-1.8445,"AB"
" 16622",57.2418,-2.71846,"AB"
" 16623",57.05545,-3.08227,"AB"
" 16624",56.91139,-2.91364,"DD"
" 16625",56.7091,-2.85438,"DD"
" 16628",54.73847,-2.21747,"DL"
" 16629",55.99243,-3.13993,"EH"
" 16630",52.60809,0.40456,"PE"
" 16631",52.43531,0.92783,"NR"
" 16632",53.50117,-3.0102,"L"
" 16633",53.25437,-2.95941,"CH"
" 16635",53.69313,-1.31085,"WF"
" 16637",54.58632,-3.09413,"CA"
" 16638",54.60382,-3.14569,"CA"
" 16639",55.26167,-2.82284,"TD"
" 16640",55.33415,-3.43787,"DG"
" 16641",55.00784,-3.44181,"DG"
" 16642",55.07527,-4.26672,"DG"
" 16643",55.15083,-4.57041,"DG"
" 16644",54.95379,-4.41295,"DG"
" 16645",55.50066,-4.61735,"KA"
" 16646",55.50821,-4.60042,"KA"
" 16647",55.58736,-3.85654,"ML"
" 16648",55.59405,-3.82987,"ML"
" 16649",55.59115,-4.12177,"ML"
" 16650",55.92848,-4.15779,"G"
" 16652",55.94812,-4.94546,"PA"
" 16653",55.8383,-5.02502,"PA"
" 16655",56.30488,-5.59716,"PA"
" 16656",56.40798,-5.48201,"PA"
" 16657",56.1903,-5.25423,"PA"
" 16660",57.22,-5.44553,"IV"
" 16661",56.63024,-6.06864,"PA"
" 16662",57.77885,-6.92464,"PA"
" 16665",58.14773,-5.24237,"IV"
" 16667",60.14076,-1.18609,"ZE"
" 16668",59.89807,-1.30644,"ZE"
" 16669",58.18584,-4.50899,"IV"
" 16670",57.68453,-4.67727,"IV"
" 16671",57.65947,-3.61079,"IV"
" 16672",56.93457,-4.23857,"PH"
" 16673",57.12751,-3.93129,"PH"
" 16674",57.33424,-3.60816,"PH"
" 16675",57.34111,-3.63339,"PH"
" 16676",57.28401,-3.28906,"AB"
" 16677",57.67792,-2.654,"AB"
" 16678",57.66323,-2.5297,"AB"
" 16680",57.61225,-1.90531,"AB"
" 16684",57.11029,-2.91478,"AB"
" 16685",57.05156,-2.49458,"AB"
" 16686",57.15566,-2.5145,"AB"
" 16687",56.91573,-2.85745,"DD"
" 16688",56.49981,-2.7002,"DD"
" 16689",56.49971,-2.71807,"DD"
" 16690",56.46036,-2.9559,"DD"
" 16691",56.63038,-2.93085,"DD"
" 16692",56.38502,-3.94377,"PH"
" 16693",56.39707,-3.73695,"PH"
" 16694",56.45272,-2.89729,"DD"
" 16695",56.04065,-3.34844,"KY"
" 16696",56.01887,-3.72636,"FK"
" 16697",55.88655,-3.53818,"EH"
" 16698",55.93736,-3.06786,"EH"
" 16699",55.64509,-3.18861,"EH"
" 16700",55.68081,-2.60438,"TD"
" 16701",55.71876,-2.26559,"TD"
" 16702",53.45964,-1.59332,"S"
" 16703",56.58369,-6.19727,"PA"
" 16704",56.41271,-5.83932,"PA"
" 16705",56.33218,-6.39465,"PA"
" 16706",54.89671,-1.81755,"NE"
" 16707",53.1967,-1.4446,"S"
" 16708",53.23888,-1.42906,"S"
" 16709",52.35599,-1.66078,"CV"
" 16710",53.20428,-1.95508,"SK"
" 16711",52.87077,-1.34922,"DE"
" 16712",53.1663,-1.48089,"S"
" 16713",53.02594,-1.45574,"DE"
" 16714",53.08036,-1.57449,"DE"
" 16716",52.79559,-1.1234,"LE"
" 16718",52.97354,-1.24491,"NG"
" 16719",53.02132,-0.91307,"NG"
" 16720",53.14654,-0.67215,"LN"
" 16722",53.50184,-0.32782,"LN"
" 16723",53.39148,0.21084,"LN"
" 16724",53.30234,0.1687,"LN"
" 16725",53.08802,0.27265,"PE"
" 16726",52.78594,-0.66684,"NG"
" 16729",52.11717,-0.82885,"MK"
" 16730",52.06975,-0.62699,"MK"
" 16731",52.15161,-0.48267,"MK"
" 16732",52.22883,-0.27795,"PE"
" 16733",52.31024,-0.08487,"PE"
" 16734",52.27363,0.06828,"CB"
" 16735",52.09393,-0.04663,"SG"
" 16736",52.09264,0.13144,"CB"
" 16737",52.27603,0.18421,"CB"
" 16738",52.56545,0.86565,"IP"
" 16740",52.9615,0.53434,"PE"
" 16743",52.66971,1.28378,"NR"
" 16745",52.02758,1.10067,"IP"
" 16746",52.13715,0.51942,"CB"
" 16747",51.52833,0.05451,"E"
" 16748",51.48672,-0.1476,"SWW"
" 16749",51.59515,-0.2385,"NW"
" 16750",51.58928,-0.32968,"HA"
" 16752",51.6686,-2.05495,"GL"
" 16753",51.69197,-1.92766,"GL"
" 16755",51.83713,-1.35013,"OX"
" 16756",51.93241,-1.25378,"OX"
" 16758",51.53314,-0.81479,"SL"
" 16760",51.21644,-0.80146,"GU"
" 16761",51.26054,-0.35883,"KT"
" 16764",51.07936,1.01558,"CT"
" 16765",51.08436,0.62172,"TN"
" 16766",50.87728,0.66979,"TN"
" 16767",50.73944,0.25367,"BN"
" 16768",51.07191,-0.74096,"GU"
" 16769",50.93765,-0.49214,"RH"
" 16770",50.80245,-0.53957,"BN"
" 16771",50.79816,-1.09176,"PO"
" 16772",51.06676,-1.30918,"SO"
" 16773",51.21529,-1.51888,"SP"
" 16774",51.20634,-1.52757,"SP"
" 16775",50.6538,-1.15114,"PO"
" 16776",50.65558,-1.14828,"PO"
" 16777",50.59579,-1.21436,"PO"
" 16779",50.84907,-1.74144,"BH"
" 16780",50.82831,-1.84074,"BH"
" 16781",50.72254,-1.96175,"BH"
" 16782",50.74378,-2.8434,"DT"
" 16783",50.90749,-3.32573,"EX"
" 16784",50.44471,-3.70716,"TQ"
" 16789",50.36509,-4.16698,"PL"
" 16790",50.37274,-4.29404,"PL"
" 16793",50.6792,-4.64079,"PL"
" 16794",51.07765,-4.05875,"EX"
" 16795",51.2692,-2.681,"BA"
" 16796",51.52556,-2.13263,"SN"
" 16797",51.50585,-1.98271,"SN"
" 16798",51.44436,-2.28205,"SN"
" 16799",51.41897,-2.58393,"BS"
" 16800",52.47016,-3.60456,"SY"
" 16802",52.87406,-2.53196,"TF"
" 16803",52.54399,-2.30822,"WV"
" 16804",52.36329,-2.7182,"SY"
" 16805",52.19079,-1.48063,"CV"
" 16806",52.14697,-2.03946,"WR"
" 16807",52.07765,-2.14739,"WR"
" 16809",51.95529,-2.98572,"HR"
" 16811",51.40358,-3.43205,"CF"
" 16812",51.43245,-3.49625,"CF"
" 16813",51.60184,-4.06793,"SA"
" 16814",51.82032,-3.85589,"SA"
" 16815",51.70957,-4.31895,"SA"
" 16816",51.69057,-4.96343,"SA"
" 16818",51.68237,-5.17416,"SA"
" 16820",52.41187,-4.0821,"SY"
" 16821",52.5467,-4.0339,"LL"
" 16822",52.73154,-3.95065,"LL"
" 16823",52.72255,-4.05688,"LL"
" 16824",52.86193,-4.10804,"LL"
" 16825",52.8642,-4.08141,"LL"
" 16826",52.99345,-3.93561,"LL"
" 16828",53.01215,-4.10492,"LL"
" 16829",52.93832,-4.56722,"LL"
" 16830",53.14593,-4.26251,"LL"
" 16831",53.29514,-3.72863,"LL"
" 16834",53.16861,-3.56896,"LL"
" 16835",52.9746,-3.08278,"LL"
" 16836",53.05442,-3.00271,"LL"
" 16840",53.19302,-2.86986,"CH"
" 16842",53.43058,-3.06423,"L"
" 16843",53.20069,-1.96257,"SK"
" 16844",53.45847,-2.23045,"M"
" 16846",53.60406,-2.55753,"BL"
" 16848",54.20514,-2.35878,"LA"
" 16850",53.79647,-2.22927,"BB"
" 16851",54.07615,-2.85825,"LA"
" 16852",54.35642,-4.52096,"IM"
" 16853",55.00666,-7.32319,"BT"
" 16854",55.03168,-7.15854,"BT"
" 16855",54.258,-6.4991,"BT"
" 16857",55.13187,-6.70014,"BT"
" 16858",54.56128,-5.97618,"BT"
" 16859",54.45765,-5.43989,"BT"
" 16860",54.49205,-5.45164,"BT"
" 16861",54.52888,-5.49394,"BT"
" 16862",54.58326,-5.79408,"BT"
" 16863",54.44638,-5.82766,"BT"
" 16864",54.30905,-5.59975,"BT"
" 16865",54.18853,-6.34073,"BT"
" 16866",54.41322,-7.62876,"BT"
" 16867",54.47638,-7.73001,"BT"
" 16870",54.44433,-8.04471,"BT"
" 16871",68.449,22.5,""
" 16872",65.066,17.149,""
" 16873",64.966,17.699,""
" 16874",65.833,24.149,""
" 16875",63.183,14.5,""
" 16876",62.633,17.949,""
" 16877",59.366,13.466,""
" 16878",59.349,17.949,""
" 16879",57.783,11.883,""
" 16880",57.766,14.083,""
" 16881",57.666,18.349,""
" 16882",67.366,26.649,""
" 16883",64.283,27.683,""
" 16884",63.049,21.766,""
" 16885",62.399,25.683,""
" 16886",60.816,23.5,""
" 16887",60.516,22.266,""
" 16888",60.316,24.966,""
" 16889",54.533,9.549,""
" 16890",53.633,10,""
" 16891",54.183,12.083,""
" 16892",54.099,13.399,""
" 16893",53.349,7.199,""
" 16894",52.466,9.699,""
" 16895",52.383,13.066,""
" 16896",52.466,13.399,""
" 16897",52.216,14.116,""
" 16898",51.399,6.966,""
" 16899",51.299,9.449,""
" 16900",51.416,12.233,""
" 16901",51.133,13.75,""
" 16902",51.166,14.949,""
" 16903",50.566,10.383,""
" 16904",50.983,10.966,""
" 16905",50.433,12.949,""
" 16906",49.983,7.95,""
" 16907",48.833,9.199,""
" 16908",49.5,11.083,""
" 16909",48.133,11.699,""
" 16910",47.683,9.183,""
" 16911",47.416,10.983,""
" 16912",48.199,15.616,""
" 16913",48.25,16.366,""
" 16914",47.266,11.349,""
" 16915",47.049,12.949,""
" 16916",47.799,13,""
" 16917",46.649,14.333,""
" 16918",47,15.433,""
" 16919",50.083,12.399,""
" 16920",50.099,14.25,""
" 16921",50.016,14.449,""
" 16922",49.149,16.699,""
" 16923",49.683,18.116,""
" 16924",48.649,19.149,""
" 16925",49.066,20.25,""
" 16926",54.75,17.533,""
" 16927",54.383,18.466,""
" 16928",54.333,18.933,""
" 16929",54.166,19.433,""
" 16930",53.399,14.616,""
" 16931",53.099,23.166,""
" 16932",52.416,16.833,""
" 16933",52.166,20.966,""
" 16934",51.099,16.883,""
" 16935",51.549,23.533,""
" 16936",50.083,19.799,""
" 16937",49.799,22.766,""
" 16938",48.099,20.783,""
" 16939",47.516,19.033,""
" 16940",47.433,19.183,""
" 16941",47.483,21.633,""
" 16942",46,18.233,""
" 16943",46.25,20.099,""
" 16944",46.066,14.516,""
" 16945",45.816,15.983,""
" 16946",44.799,20.466,""
" 16947",43.516,16.433,""
" 16948",43.866,18.433,""
" 16949",42.366,19.25,""
" 16950",41.966,21.649,""
" 16951",47.133,24.5,""
" 16952",47.166,27.633,""
" 16953",46.783,23.566,""
" 16954",45.766,21.25,""
" 16955",45.799,24.149,""
" 16956",45.167,29.733,""
" 16957",43.816,23.25,""
" 16958",43.217,27.816,""
" 16959",42.649,23.383,""
" 16960",42.567,27.5,""
" 16961",45.983,13.033,""
" 16962",45.433,9.283,""
" 16963",45.383,10.866,""
" 16964",45.5,12.333,""
" 16965",45.65,13.75,""
" 16966",43.683,10.383,""
" 16967",43.616,13.366,""
" 16968",42.433,14.199,""
" 16969",41.799,12.233,""
" 16970",40.849,14.299,""
" 16971",40.649,17.949,""
" 16972",40.433,16.883,""
" 16973",38.2,15.55,""
" 16974",37.916,12.5,""
" 16975",37.466,15.049,""
" 16976",40.633,8.283,""
" 16977",39.25,9.066,""
" 16978",80.616,58.049,""
" 16979",79.5,76.983,""
" 16980",77.716,104.299,""
" 16981",73.5,80.399,""
" 16982",71.983,102.466,""
" 16983",76,137.866,""
" 16984",70.616,147.883,""
" 16985",70.633,162.483,""
" 16986",68.967,33.05,""
" 16987",68.649,43.299,""
" 16988",64.616,40.5,""
" 16989",63.833,30.816,""
" 16990",61.016,36.449,""
" 16991",68.466,73.583,""
" 16992",67.633,53.033,""
" 16993",67.083,59.383,""
" 16994",66.533,66.666,""
" 16995",65.783,87.933,""
" 16996",64.916,77.816,""
" 16997",62.433,60.866,""
" 16998",61.666,50.849,""
" 16999",61.25,73.5,""
" 17000",61.599,90.016,""
" 17001",61.016,69.033,""
" 17002",68.466,102.366,""
" 17003",68.5,112.433,""
" 17004",68.733,124,""
" 17005",67.566,133.399,""
" 17006",64.266,100.233,""
" 17007",63.766,121.616,""
" 17008",63.25,143.149,""
" 17009",62.149,117.649,""
" 17010",61.266,108.016,""
" 17011",62.083,129.75,""
" 17012",68.899,-179.366,""
" 17013",67.25,167.966,""
" 17014",66.549,159.416,""
" 17015",66.166,-169.833,""
" 17016",65.733,150.899,""
" 17017",64.733,177.533,""
" 17018",62.916,152.416,""
" 17019",62.483,166.217,""
" 17020",60.349,166,""
" 17021",59.383,24.583,""
" 17022",59.949,30.699,""
" 17023",56.349,30.616,""
" 17024",54.976,24.083,""
" 17025",53.933,27.633,""
" 17026",59.316,39.916,""
" 17027",58.516,49.316,""
" 17028",55.599,49.283,""
" 17029",55.75,37.949,""
" 17030",57.949,56.199,""
" 17031",58.149,68.25,""
" 17032",56.833,60.633,""
" 17033",54.933,73.399,""
" 17034",53.217,63.617,""
" 17035",58.316,82.949,""
" 17036",58.449,92.149,""
" 17037",58.383,97.449,""
" 17038",56,92.883,""
" 17039",53.433,83.516,""
" 17040",53.699,91.699,""
" 17041",57.766,108.116,""
" 17042",57.283,101.75,""
" 17043",55.116,116.766,""
" 17044",54.483,113.583,""
" 17045",53.416,109.016,""
" 17046",53.75,119.733,""
" 17047",52.266,104.316,""
" 17048",52.016,113.333,""
" 17049",58.616,125.366,""
" 17050",59.366,143.199,""
" 17051",56.449,138.149,""
" 17052",54.716,128.933,""
" 17053",53.149,140.699,""
" 17054",52.416,136.5,""
" 17055",50.533,127.5,""
" 17056",48.516,135.166,""
" 17057",43.116,131.933,""
" 17058",46.95,142.717,""
" 17059",46.849,151.866,""
" 17060",55.583,155.583,""
" 17061",53.083,158.583,""
" 17062",55.199,165.983,""
" 17063",50.399,30.566,""
" 17064",49.816,23.949,""
" 17065",46.433,30.766,""
" 17066",44.683,34.133,""
" 17067",51.649,39.25,""
" 17068",51.566,46.033,""
" 17069",49.966,36.133,""
" 17070",47.25,39.816,""
" 17071",47.283,47.983,""
" 17072",51.683,55.099,""
" 17073",49.633,63.5,""
" 17074",49.799,73.15,""
" 17075",47.117,51.917,""
" 17076",46.799,75.083,""
" 17077",45.4,56.117,""
" 17078",50.416,80.299,""
" 17079",43.35,77.033,""
" 17080",44.049,43.033,""
" 17081",41.683,44.949,""
" 17082",44.549,50.25,""
" 17083",42.949,59.816,""
" 17084",41.733,64.616,""
" 17085",41.266,69.266,""
" 17086",40.033,52.983,""
" 17087",39.083,63.599,""
" 17088",37.917,58.133,""
" 17089",51.799,-8.24993,""
" 17090",51.93971,-10.24443,""
" 17091",51.84897,-8.483,""
" 17092",52.25003,-6.33303,""
" 17093",52.66603,-7.26604,""
" 17094",52.699,-8.91603,""
" 17095",53.49564,-9.02112,""
" 17096",53.02898,-7.88299,""
" 17097",53.433,-6.25007,""
" 17098",53.71603,-8.98298,""
" 17099",53.53301,-7.36607,""
" 17100",54.18296,-7.23301,""
" 17101",54.23296,-10.00004,""
" 17102",55.36596,-7.333,""
" 17103",63.966,-22.599,""
" 17104",64.133,-21.899,""
" 17105",65.683,-18.083,""
" 17106",64.3,-15.217,""
" 17107",76.516,-68.5,""
" 17108",68.717,-52.85,""
" 17109",64.166,-51.75,""
" 17110",81.599,-16.666,""
" 17111",76.766,-18.666,""
" 17112",70.483,-21.966,""
" 17113",65.599,-37.633,""
" 17114",60.049,-43.166,""
" 17115",62.017,-6.767,""
" 17116",57.099,9.866,""
" 17117",55.683,12.549,""
" 17118",55.066,14.75,""
" 17119",52.099,5.183,""
" 17120",50.799,4.349,""
" 17121",49.616,6.216,""
" 17122",47.383,8.566,""
" 17123",47.25,9.35,""
" 17124",46.25,6.133,""
" 17125",46,8.967,""
" 17126",49.649,-1.483,""
" 17127",48.449,-4.416,""
" 17128",48.766,2.016,""
" 17129",48.966,2.449,""
" 17130",48.683,6.216,""
" 17131",48.549,7.633,""
" 17132",47.166,-1.599,""
" 17133",47.066,2.366,""
" 17134",47.266,5.083,""
" 17135",45.866,1.183,""
" 17136",45.716,4.949,""
" 17137",44.833,-0.699,""
" 17138",43.633,1.366,""
" 17139",43.866,4.399,""
" 17140",43.449,5.233,""
" 17141",43.649,7.199,""
" 17142",42.733,2.866,""
" 17143",41.916,8.799,""
" 17144",43.367,-8.417,""
" 17145",41.649,-4.766,""
" 17146",41.416,2.133,""
" 17147",40.416,-3.683,""
" 17148",39.549,2.616,""
" 17149",39.866,4.233,""
" 17150",38.883,-6.966,""
" 17151",38.366,-0.5,""
" 17152",37.366,-6,""
" 17153",38.516,-28.633,""
" 17154",37.75,-25.666,""
" 17155",36.966,-25.166,""
" 17156",32.633,-16.899,""
" 17157",38.716,-9.149,""
" 17158",41.133,-8.599,""
" 17159",41.666,26.566,""
" 17160",40.966,29.083,""
" 17161",41.366,33.766,""
" 17162",39.75,37.016,""
" 17163",39.733,39.5,""
" 17164",39.916,41.266,""
" 17165",40.133,26.399,""
" 17166",40.183,29.066,""
" 17167",39.949,32.883,""
" 17168",38.45,43.317,""
" 17169",38.75,30.533,""
" 17170",38.433,38.083,""
" 17171",38.433,27.166,""
" 17172",37.75,30.549,""
" 17173",37.966,32.549,""
" 17174",37.133,38.766,""
" 17175",37.883,40.183,""
" 17176",51.68133,-0.80528,"HP"
" 17177",54.4078,-6.59098,"BT"
" 17178",50.82599,-3.91544,"EX"
" 17179",54.56566,-3.06232,"CA"
" 17181",52.04045,-2.31787,"WR"
" 17182",54.62371,-1.86904,"DL"
" 17183",54.66891,-2.22798,"DL"
" 17184",56.6463,-4.86635,"PA"
" 17185",54.83051,-6.00943,"BT"
" 17188",57.32475,-2.00166,"AB"
" 17189",56.6792,-4.29524,"PH"
" 17190",55.47625,-2.24841,"TD"
" 17195",53.33716,-3.40437,"LL"
" 17196",53.33893,-3.40743,"LL"
" 17203",51.2503,1.3239,"CT"
" 17204",51.23003,1.34825,"CT"
" 17205",57.54459,-5.50581,"IV"
" 17206",58.1154,-4.4383,"IV"
" 17207",57.40851,-4.95636,"IV"
" 17210",53.06165,-3.55253,"LL"
" 17211",51.59666,-0.92937,"RG"
" 17212",51.58102,-1.03262,"RG"
" 17213",51.76854,-0.88545,"HP"
" 17214",51.83064,-0.99132,"HP"
" 17216",55.25061,-3.72948,"DG"
" 17217",55.04272,-4.91328,"DG"
" 17222",58.37575,-5.01408,"IV"
" 17223",56.75863,-5.61265,"PH"
" 17224",50.66227,-1.58206,"PO"
" 17225",37.049,41.216,""
" 17226",36.333,37.216,""
" 17227",35.533,35.766,""
" 17228",35.117,36.75,""
" 17229",35.316,40.149,""
" 17230",34.55,38.3,""
" 17231",33.416,36.516,""
" 17232",33.816,35.483,""
" 17233",33.866,36,""
" 17234",34.449,35.799,""
" 17235",32,34.899,""
" 17236",31.783,35.216,""
" 17237",29.549,34.949,""
" 17238",32.5,38.199,""
" 17239",31.983,35.983,""
" 17240",30.166,35.783,""
" 17241",31.683,38.733,""
" 17242",30.899,41.133,""
" 17243",29.783,40.099,""
" 17244",29.616,43.483,""
" 17246",27.433,41.683,""
" 17247",26.199,36.466,""
" 17248",26.299,43.766,""
" 17250",25.299,49.483,""
" 17253",24.716,46.733,""
" 17254",24.149,38.066,""
" 17255",29.217,47.983,""
" 17256",36.317,43.15,""
" 17257",35.467,44.4,""
" 17258",33.033,40.283,""
" 17259",33.233,44.233,""
" 17260",32.166,46.049,""
" 17269",55.86497,-4.33808,"G"
" 17270",55.83755,-4.21664,"G"
" 17271",57.01156,-4.33519,"PH"
" 17272",53.4579,0.01392,"LN"
" 17273",51.58167,-2.752,"NP"
" 17274",52.37468,0.19936,"CB"
" 17275",51.93205,-0.28098,"SG"
" 17276",52.46315,0.54094,"IP"
" 17277",52.50799,0.08811,"PE"
" 17278",52.31782,-0.27597,"PE"
" 17286",55.80016,-2.88184,"TD"
" 17287",52.34777,0.51059,"IP"
" 17288",52.09599,0.04399,"SG"
" 17289",51.9883,0.26023,"CB"
" 17290",51.82998,-0.04337,"SG"
" 17291",51.87368,-3.23263,"NP"
" 17292",55.20775,-6.65525,"BT"
" 17293",51.96348,0.14837,"CB"
" 17294",51.87037,-0.06429,"SG"
" 17295",51.9501,-0.14324,"SG"
" 17296",51.87331,-0.26735,"SG"
" 17297",51.93646,-0.38418,"LU"
" 17298",51.77441,-0.19483,"AL"
