time_stamp_,sensor_name,Temperature.max,Temperature.mean,Temperature.flag,RelativeHumidity.max,RelativeHumidity.mean,RelativeHumidity.flag,Pressure.max,Pressure.mean,Pressure.flag
2017-06-01,3 [WEATHER],10.8,10.23,0,98.68,93.48,0,1012.6,1008.16,0
2017-06-02,3 [WEATHER],12,10.66,0,100,97.08,0,1007.3,1005.4,0
2017-06-03,3 [WEATHER],12,9.98,0,100,93.5,0,1007.3,1005.22,0
2017-06-04,3 [WEATHER],11.6,9.76,0,100,96.67,0,1001.8,1001.09,0
2017-06-05,3 [WEATHER],11,9.69,0,100,94.61,0,999.5,994.76,0
2017-06-06,3 [WEATHER],10.8,10.3,0,100,98.23,0,989.6,987.61,0
2017-06-07,3 [WEATHER],13.8,10.45,0,100,95.41,0,995.2,991.1,0
2017-06-08,3 [WEATHER],10.1,8.95,0,93.38,77.1,0,997.8,996.63,0
2017-06-09,3 [WEATHER],12.2,10.28,0,100,93.28,0,1001.6,996.34,0
2017-06-10,3 [WEATHER],11.1,10.55,0,100,97.25,0,1002,999.32,0
2017-06-11,3 [WEATHER],13.9,11.52,0,100,95.76,0,994.2,992.02,0
2017-06-12,3 [WEATHER],12.2,11.05,0,99.34,96.72,0,1001.9,995.01,0
2017-06-13,3 [WEATHER],12.2,10.83,0,100,97.83,0,1006.4,1004.61,0
2017-06-14,3 [WEATHER],14.1,11.95,0,99.34,95.42,0,1006.4,1004.8,0
2017-06-15,3 [WEATHER],13.8,12.04,0,98.03,92.95,0,1000.2,997.41,0
2017-06-16,3 [WEATHER],13.5,11.64,0,100,95.22,0,1008.7,1006.04,0
2017-06-17,3 [WEATHER],13,12.24,0,100,97.72,0,1010.2,1009.14,0
2017-06-18,3 [WEATHER],12.8,11.63,0,97.36,91.82,0,1013.2,1011.21,0
2017-06-19,3 [WEATHER],12.3,10.89,0,98.02,93.04,0,1012.6,1011.03,0
2017-06-20,3 [WEATHER],12.1,10.73,0,96.68,88.62,0,1014.4,1012.98,0
2017-06-21,3 [WEATHER],12.4,11.1,0,100,95.53,0,1013.1,1005.68,0
2017-06-22,3 [WEATHER],13.2,11.68,0,100,91.92,0,1001,999.49,0
2017-06-23,3 [WEATHER],13,11.65,0,99.34,88.49,0,995.9,992.75,0
2017-06-24,3 [WEATHER],11.4,10.48,0,95.41,87.47,0,992.3,987.57,0
2017-06-25,3 [WEATHER],11.6,10.53,0,95.4,91.08,0,1000.6,992.2,0
2017-06-26,3 [WEATHER],11.6,9.84,0,89.73,77.53,0,1008.2,1005.7,0
2017-06-27,3 [WEATHER],11.7,9.77,0,90.06,76.38,0,1008,1006.36,0
2017-06-28,3 [WEATHER],12,10.67,0,87.99,79.51,0,1004.7,1003.04,0
2017-06-29,3 [WEATHER],11.9,10.71,0,99.34,93.78,0,1001.1,999.81,0
2017-06-30,3 [WEATHER],12,10.86,0,98.02,95.43,0,1005.5,1003.24,0
2017-06-01,4 [WEATHER],12,10.83,0,93.55,85.77,0,,,
2017-06-02,4 [WEATHER],12,10.78,0,100,94.16,0,,,
2017-06-03,4 [WEATHER],13,10.42,0,100,90.58,0,,,
2017-06-04,4 [WEATHER],11,10.17,0,93.5,89.43,0,,,
2017-06-05,4 [WEATHER],12,10.17,0,100,90.02,0,,,
2017-06-06,4 [WEATHER],11,10.77,0,100,95.34,0,,,
2017-06-07,4 [WEATHER],14,10.86,0,100,91.67,0,,,
2017-06-08,4 [WEATHER],11,9.25,0,93.4,79.27,0,,,
2017-06-09,4 [WEATHER],13,10.83,0,93.65,88.93,0,,,
2017-06-10,4 [WEATHER],13,11.57,0,100,92.07,0,,,
2017-06-11,4 [WEATHER],15,12.04,0,100,91.07,0,,,
2017-06-12,4 [WEATHER],14,11.5,0,100,92.55,0,,,
2017-06-13,4 [WEATHER],13,11.46,0,100,92.61,0,,,
2017-06-14,4 [WEATHER],15,12.75,0,100,89.54,0,,,
2017-06-15,4 [WEATHER],14,12.54,0,93.65,88.91,0,,,
2017-06-16,4 [WEATHER],14,11.96,0,100,90.76,0,,,
2017-06-17,4 [WEATHER],13,11.92,0,100,94.13,0,,,
2017-06-18,4 [WEATHER],13,11.62,0,93.6,90.35,0,,,
2017-06-19,4 [WEATHER],13,11.42,0,100,88.9,0,,,
2017-06-20,4 [WEATHER],13,11.29,0,93.5,83.82,0,,,
2017-06-21,4 [WEATHER],13,11.75,0,100,88.35,0,,,
2017-06-22,4 [WEATHER],13,11.83,0,100,88.34,0,,,
2017-06-23,4 [WEATHER],13,11.96,0,100,85.93,0,,,
2017-06-24,4 [WEATHER],12,10.78,0,93.5,84.59,0,,,
2017-06-25,4 [WEATHER],14,11.43,0,93.5,84.15,0,,,
2017-06-26,4 [WEATHER],13,10.29,0,87.28,73.97,0,,,
2017-06-27,4 [WEATHER],13,10.33,0,86.99,72.51,0,,,
2017-06-28,4 [WEATHER],13,11.17,0,81.74,72.83,0,,,
2017-06-29,4 [WEATHER],13,11.5,0,93.6,87.91,0,,,
2017-06-30,4 [WEATHER],13,11.61,0,93.55,89.64,0,,,
2017-06-01,17 [WEATHER],13.5,11.53,0,,,,,,
2017-06-02,17 [WEATHER],12.8,11.59,0,,,,,,
2017-06-03,17 [WEATHER],11.5,10.46,0,,,,,,
2017-06-04,17 [WEATHER],12.6,11.31,0,,,,,,
2017-06-05,17 [WEATHER],11.7,10.82,0,,,,,,
2017-06-06,17 [WEATHER],11,10.44,0,,,,,,
2017-06-07,17 [WEATHER],9.7,9.03,0,,,,,,
2017-06-08,17 [WEATHER],10.2,9.57,0,,,,,,
2017-06-09,17 [WEATHER],10.9,10.01,0,,,,,,
2017-06-10,17 [WEATHER],13.4,10.93,0,,,,,,
2017-06-11,17 [WEATHER],12.5,11.87,0,,,,,,
2017-06-12,17 [WEATHER],13.1,11.86,0,,,,,,
2017-06-13,17 [WEATHER],13.5,11.85,0,,,,,,
2017-06-14,17 [WEATHER],13.9,12.54,0,,,,,,
2017-06-15,17 [WEATHER],14,12.78,0,,,,,,
2017-06-16,17 [WEATHER],13.1,12.26,0,,,,,,
2017-06-17,17 [WEATHER],12.8,12.36,0,,,,,,
2017-06-18,17 [WEATHER],12.8,12.13,0,,,,,,
2017-06-19,17 [WEATHER],12.3,11.54,0,,,,,,
2017-06-20,17 [WEATHER],12.3,11.56,0,,,,,,
2017-06-21,17 [WEATHER],15.3,12.43,0,,,,,,
2017-06-22,17 [WEATHER],13.7,12.37,0,,,,,,
2017-06-23,17 [WEATHER],13.2,12.14,0,,,,,,
2017-06-24,17 [WEATHER],11.7,11.02,0,,,,,,
2017-06-25,17 [WEATHER],11.7,10.97,0,,,,,,
2017-06-26,17 [WEATHER],11.5,10.66,0,,,,,,
2017-06-27,17 [WEATHER],11.2,10.66,0,,,,,,
2017-06-28,17 [WEATHER],11.4,11.11,0,,,,,,
2017-06-29,17 [WEATHER],11.8,11.2,0,,,,,,
2017-06-30,17 [WEATHER],11.9,11.29,0,,,,,,
2017-06-01,23 [WEATHER],14.5,11.87,0,98.68,90.12,0,1014.9,1010.93,0
2017-06-02,23 [WEATHER],15.9,12.09,0,100,85.7,0,1011.3,1009.81,0
2017-06-03,23 [WEATHER],14.3,11.21,0,100,92.71,0,1011,1008.58,0
2017-06-04,23 [WEATHER],14.7,11.44,0,100,84.75,0,1005.6,1005.02,0
2017-06-05,23 [WEATHER],13.7,11.24,0,100,89.38,0,1003,997.57,0
2017-06-06,23 [WEATHER],10.9,10.4,0,100,99.64,0,992.3,991,0
2017-06-07,23 [WEATHER],10,8.98,0,100,92.88,0,1001.3,997.29,0
2017-06-08,23 [WEATHER],12.2,9.67,0,84.95,72.14,0,1001.8,1000.72,0
2017-06-09,23 [WEATHER],11.3,10,0,100,98.62,0,1006,999.96,0
2017-06-10,23 [WEATHER],13.8,11.83,0,100,94.86,0,1005.9,1002.17,0
2017-06-11,23 [WEATHER],16.7,13.48,0,98.69,89.77,0,997.9,995.49,0
2017-06-12,23 [WEATHER],15.7,12.54,0,99.34,92.32,0,1006.7,999.73,0
2017-06-13,23 [WEATHER],15.9,12.47,0,98.03,89.16,0,1010.6,1008.98,0
2017-06-14,23 [WEATHER],17.2,14.28,0,98.03,87.84,0,1009.9,1007.98,0
2017-06-15,23 [WEATHER],16.7,13.69,0,96.75,85.36,0,1004.9,1001.26,0
2017-06-16,23 [WEATHER],15.6,12.95,0,100,89.86,0,1012.9,1010.51,0
2017-06-17,23 [WEATHER],17.3,14.82,0,100,91.13,0,1014.9,1013.6,0
2017-06-18,23 [WEATHER],15.4,13.03,0,91.72,83.58,0,1017.7,1015.97,0
2017-06-19,23 [WEATHER],14.8,11.8,0,96.72,85.88,0,1017.1,1016.07,0
2017-06-20,23 [WEATHER],14.3,11.89,0,96.01,77.87,0,1019.1,1018.01,0
2017-06-21,23 [WEATHER],16.2,13.2,0,100,91.31,0,1016.7,1008.35,0
2017-06-22,23 [WEATHER],15.9,13.44,0,99.34,80.88,0,1005,1003.7,0
2017-06-23,23 [WEATHER],14.9,13.09,0,99.34,78.77,0,999.2,997.02,0
2017-06-24,23 [WEATHER],13,10.99,0,94.14,83.94,0,997.1,993.46,0
2017-06-25,23 [WEATHER],13.6,11.29,0,94.14,85.29,0,1006.3,999.2,0
2017-06-26,23 [WEATHER],12.6,10.33,0,91.36,75.45,0,1012.5,1010.6,0
2017-06-27,23 [WEATHER],12.9,10.4,0,93.96,80.63,0,1012,1009.5,0
2017-06-28,23 [WEATHER],13.1,11.41,0,87.36,76.65,0,1007.6,1006.66,0
2017-06-29,23 [WEATHER],12.4,11.34,0,100,91.04,0,1005.2,1004.1,0
2017-06-30,23 [WEATHER],13,11.41,0,100,93.21,0,1010.7,1008.14,0
2017-06-01,32 [WEATHER],15.2,12.26,0,98.68,87.05,0,1013.2,1009.51,0
2017-06-02,32 [WEATHER],13.8,11.42,0,100,93.42,0,1010,1008.67,0
2017-06-03,32 [WEATHER],12.8,10.85,0,100,94.94,0,1009.6,1006.96,0
2017-06-04,32 [WEATHER],13.7,10.78,0,100,87.52,0,1004.4,1003.71,0
2017-06-05,32 [WEATHER],12.3,10.47,0,100,92.53,0,1001.5,995.7,0
2017-06-06,32 [WEATHER],10.7,10.34,0,100,99.89,0,990.8,988.86,0
2017-06-07,32 [WEATHER],10.3,8.64,0,99.33,87.86,0,1000.9,996.71,0
2017-06-08,32 [WEATHER],11.3,8.67,0,96.03,78.49,0,1000.9,999.09,0
2017-06-09,32 [WEATHER],11.2,9.93,0,100,99.56,0,1004.8,998.17,0
2017-06-10,32 [WEATHER],14.1,11.68,0,100,94.19,0,1005.1,1000.71,0
2017-06-11,32 [WEATHER],15.8,13.61,0,93.67,82.52,0,996.9,994.35,0
2017-06-12,32 [WEATHER],16.1,13.21,0,96.74,87.65,0,1006.2,998.83,0
2017-06-13,32 [WEATHER],14.8,12.12,0,98.69,91.84,0,1009.5,1007.96,0
2017-06-14,32 [WEATHER],17.9,14.42,0,94.86,85.19,0,1008.8,1006.81,0
2017-06-15,32 [WEATHER],16.7,13.58,0,97.38,87.08,0,1004.2,1000.07,0
2017-06-16,32 [WEATHER],16.5,13.54,0,98.68,87.86,0,1012,1009.65,0
2017-06-17,32 [WEATHER],21.5,15.94,0,94.26,85.6,0,1014.4,1012.9,0
2017-06-18,32 [WEATHER],17.3,14.27,0,94.29,79.05,0,1016.6,1015.04,0
2017-06-19,32 [WEATHER],14.3,11.79,0,98.68,85.16,0,1016.6,1015.27,0
2017-06-20,32 [WEATHER],15.2,11.94,0,89.25,76.85,0,1018.1,1017.18,0
2017-06-21,32 [WEATHER],17.8,13.71,0,97.42,88.94,0,1014.8,1006.86,0
2017-06-22,32 [WEATHER],15.1,13.11,0,98.69,87.29,0,1004,1002.69,0
2017-06-23,32 [WEATHER],16.6,13.87,0,95.48,70.67,0,998.9,996.58,0
2017-06-24,32 [WEATHER],14.4,11.45,0,89.18,74.19,0,997.3,993.9,0
2017-06-25,32 [WEATHER],13.4,11.1,0,94.76,82.26,0,1005.5,999.33,0
2017-06-26,32 [WEATHER],14,10.92,0,97.33,77.68,0,1011.1,1009.39,0
2017-06-27,32 [WEATHER],12.3,10.74,0,90.46,82.91,0,1010.3,1007.55,0
2017-06-28,32 [WEATHER],13.6,11.53,0,91.63,78.69,0,1005.6,1004.72,0
2017-06-29,32 [WEATHER],11.5,10.9,0,100,93.89,0,1003.3,1002.09,0
2017-06-30,32 [WEATHER],13.5,11.29,0,100,94.83,0,1009.6,1006.75,0
2017-06-01,40 [WEATHER],18.4,12.5,0,97.39,85.06,0,,,
2017-06-02,40 [WEATHER],16.2,12.39,0,98.04,74.07,0,,,
2017-06-03,40 [WEATHER],16.6,9.66,0,97.96,84.71,0,,,
2017-06-04,40 [WEATHER],16.4,10.73,0,100,79.8,0,,,
2017-06-05,40 [WEATHER],12.7,9.72,0,98.64,86.6,0,,,
2017-06-06,40 [WEATHER],11.2,10.2,0,94.15,89.97,0,,,
2017-06-07,40 [WEATHER],12,8.74,0,91.13,75.21,0,,,
2017-06-08,40 [WEATHER],13.2,8.37,0,100,84.1,0,,,
2017-06-09,40 [WEATHER],12,9.96,0,93.42,86.34,0,,,
2017-06-10,40 [WEATHER],19,12.49,0,95.46,90.51,0,,,
2017-06-11,40 [WEATHER],18.3,13.82,0,93.56,78.22,0,,,
2017-06-12,40 [WEATHER],14.4,12.35,0,95.5,88.81,0,,,
2017-06-13,40 [WEATHER],15.2,12.93,0,97.39,81.56,0,,,
2017-06-14,40 [WEATHER],18.6,15.33,0,96.12,78.05,0,,,
2017-06-15,40 [WEATHER],18.1,14.32,0,88.73,71.73,0,,,
2017-06-16,40 [WEATHER],14.9,13.4,0,94.31,86.02,0,,,
2017-06-17,40 [WEATHER],18.5,15.49,0,93.71,88.04,0,,,
2017-06-18,40 [WEATHER],16.7,13.48,0,91.12,76.8,0,,,
2017-06-19,40 [WEATHER],14.1,11.78,0,94.14,80.98,0,,,
2017-06-20,40 [WEATHER],15.6,11.84,0,91.48,75.62,0,,,
2017-06-21,40 [WEATHER],23.4,14.81,0,98.64,81.02,0,,,
2017-06-22,40 [WEATHER],17,13.36,0,93.6,79.94,0,,,
2017-06-23,40 [WEATHER],14.6,12.54,0,93.02,75.56,0,,,
2017-06-24,40 [WEATHER],12.9,10.43,0,95.39,79.21,0,,,
2017-06-25,40 [WEATHER],12.1,10.58,0,89.23,79.32,0,,,
2017-06-26,40 [WEATHER],12.9,10.46,0,93.46,79.46,0,,,
2017-06-27,40 [WEATHER],11.7,10.33,0,90.32,85.86,0,,,
2017-06-28,40 [WEATHER],14.5,11.71,0,88.64,74.48,0,,,
2017-06-29,40 [WEATHER],11.7,10.69,0,93.55,84.5,0,,,
2017-06-30,40 [WEATHER],12.9,11.01,0,95.9,88.62,0,,,
2017-06-01,44 [WEATHER],18.5,13.69,0,97.39,76.96,0,1006.6,1003.28,0
2017-06-02,44 [WEATHER],15.9,12.23,0,98.67,73.04,0,1004.3,1003.02,0
2017-06-03,44 [WEATHER],18.8,10.17,0,100,79.91,0,1004.3,1001.07,0
2017-06-04,44 [WEATHER],14.6,9.57,0,100,85.7,0,999.1,998.24,0
2017-06-05,44 [WEATHER],12.4,9.28,0,100,88.21,0,996.2,990.05,0
2017-06-06,44 [WEATHER],10.8,9.83,0,98.01,95.12,0,989.9,985.74,0
2017-06-07,44 [WEATHER],11.1,8.1,0,96.44,79.4,0,996.3,994.03,0
2017-06-08,44 [WEATHER],13.5,7.89,0,100,81.67,0,996.2,992.99,0
2017-06-09,44 [WEATHER],10.8,9.22,0,96.68,93.93,0,1000,995.22,0
2017-06-10,44 [WEATHER],19.3,12.94,0,97.99,86.88,0,999.9,994.4,0
2017-06-11,44 [WEATHER],18.3,14,0,91.7,76.96,0,991.5,988.53,0
2017-06-12,44 [WEATHER],15.2,12.61,0,95.48,86.1,0,1001.4,994.13,0
2017-06-13,44 [WEATHER],15.9,13.16,0,92.36,78.2,0,1003.6,1002.42,0
2017-06-14,44 [WEATHER],18.2,16.06,0,91.16,70.29,0,1003.1,1000.46,0
2017-06-15,44 [WEATHER],17.4,14.89,0,88.14,68.01,0,999.1,994.59,0
2017-06-16,44 [WEATHER],15.2,13.58,0,93.09,83.75,0,1006.7,1004.29,0
2017-06-17,44 [WEATHER],18.2,15.31,0,96.14,88.89,0,1008.9,1007.74,0
2017-06-18,44 [WEATHER],15.3,13.28,0,94.26,76.9,0,1011.3,1010.06,0
2017-06-19,44 [WEATHER],15.2,11.93,0,93.51,79.06,0,1011.9,1010.3,0
2017-06-20,44 [WEATHER],16.5,12.08,0,92.06,73.63,0,1013.1,1011.79,0
2017-06-21,44 [WEATHER],23,15.13,0,100,78.47,0,1008.6,1001.23,0
2017-06-22,44 [WEATHER],16.4,13.67,0,91.78,76.73,0,998.9,997.24,0
2017-06-23,44 [WEATHER],14.9,12.59,0,91.24,74.42,0,994,991.33,0
2017-06-24,44 [WEATHER],13.9,10.97,0,90.94,74.95,0,991.7,989.14,0
2017-06-25,44 [WEATHER],12,10.19,0,95.34,83.35,0,1001.6,995.59,0
2017-06-26,44 [WEATHER],12.7,10.45,0,94.71,77.9,0,1005.3,1004.26,0
2017-06-27,44 [WEATHER],11.6,10.35,0,89.8,82.44,0,1004,1000.71,0
2017-06-28,44 [WEATHER],13.8,11.35,0,89.77,74.79,0,999.2,998.8,0
2017-06-29,44 [WEATHER],11.8,10.53,0,96.72,87.2,0,998.8,998.04,0
2017-06-30,44 [WEATHER],12.6,10.34,0,97.37,91.65,0,1005.1,1002.32,0
2017-06-01,48 [WEATHER],17,13.91,0,96.74,75.51,0,,,
2017-06-02,48 [WEATHER],17.4,12.45,0,97.38,77.69,0,,,
2017-06-03,48 [WEATHER],17.4,10.05,0,100,78.85,0,,,
2017-06-04,48 [WEATHER],14,9.12,0,99.33,85.27,0,,,
2017-06-05,48 [WEATHER],11.8,9.42,0,100,89.06,0,,,
2017-06-06,48 [WEATHER],11.5,10.1,0,98,95.53,0,,,
2017-06-07,48 [WEATHER],11.3,7.96,0,95.1,82.24,0,,,
2017-06-08,48 [WEATHER],12,7.56,0,98.59,83.52,0,,,
2017-06-09,48 [WEATHER],10.8,9.29,0,98.65,95.71,0,,,
2017-06-10,48 [WEATHER],18.4,13,0,97.33,87.32,0,,,
2017-06-11,48 [WEATHER],17.5,13.69,0,92.93,82.18,0,,,
2017-06-12,48 [WEATHER],17,12.89,0,95.45,85.84,0,,,
2017-06-13,48 [WEATHER],15.6,13.03,0,90.55,79.7,0,,,
2017-06-14,48 [WEATHER],17.7,15.45,0,92.96,76.88,0,,,
2017-06-15,48 [WEATHER],17.9,14.88,0,92.94,70.57,0,,,
2017-06-16,48 [WEATHER],16.4,13.57,0,92.5,84.39,0,,,
2017-06-17,48 [WEATHER],20.6,16.04,0,95.53,87.04,0,,,
2017-06-18,48 [WEATHER],16.4,14.1,0,94.91,75.33,0,,,
2017-06-19,48 [WEATHER],16,12.24,0,96.72,79.46,0,,,
2017-06-20,48 [WEATHER],16.6,12.22,0,89.12,74.21,0,,,
2017-06-21,48 [WEATHER],22.1,16.38,0,93.44,77.4,0,,,
2017-06-22,48 [WEATHER],18.2,14.05,0,92.99,77.28,0,,,
2017-06-23,48 [WEATHER],16,12.91,0,90.53,74.29,0,,,
2017-06-24,48 [WEATHER],13.9,10.82,0,90.37,74.61,0,,,
2017-06-25,48 [WEATHER],12.4,10.18,0,95.99,83.54,0,,,
2017-06-26,48 [WEATHER],13.6,10.29,0,97.31,81.09,0,,,
2017-06-27,48 [WEATHER],11.5,10.22,0,87.99,83.33,0,,,
2017-06-28,48 [WEATHER],14,11.12,0,89.65,74.69,0,,,
2017-06-29,48 [WEATHER],12.3,10.66,0,98.68,89.73,0,,,
2017-06-30,48 [WEATHER],12.7,10.73,0,99.31,92.74,0,,,
2017-06-01,52 [WEATHER],15.7,13.74,0,88.88,77.87,0,1013.3,1011.35,0
2017-06-02,52 [WEATHER],15.2,12.64,0,93.58,72.34,0,1012.6,1011.77,0
2017-06-03,52 [WEATHER],16.5,11.61,0,88.02,75.27,0,1012.1,1009.13,0
2017-06-04,52 [WEATHER],15.1,11.75,0,89.15,74.95,0,1007.4,1006.6,0
2017-06-05,52 [WEATHER],13.1,10.82,0,92.11,81.56,0,1004.2,997.73,0
2017-06-06,52 [WEATHER],12.2,10.62,0,92.9,88.35,0,1000.9,995.17,0
2017-06-07,52 [WEATHER],12.3,9.68,0,86.88,69.05,0,1005.4,1004.16,0
2017-06-08,52 [WEATHER],16.3,10.85,0,93.92,73.78,0,1004.3,999.66,0
2017-06-09,52 [WEATHER],13.6,10.84,0,96.01,83.47,0,1007.5,1003.45,0
2017-06-10,52 [WEATHER],17.2,13.43,0,96.03,85.84,0,1007.1,1001.68,0
2017-06-11,52 [WEATHER],14.8,12.91,0,95.47,84.54,0,1000,996.8,0
2017-06-12,52 [WEATHER],14.3,12.16,0,96.74,89.91,0,1011.2,1004,0
2017-06-13,52 [WEATHER],14.9,12.79,0,96.12,87.69,0,1012.5,1011.27,0
2017-06-14,52 [WEATHER],16.3,14.38,0,95.49,77.75,0,1011.6,1008.46,0
2017-06-15,52 [WEATHER],15.4,13.44,0,91.19,82.57,0,1008.5,1003.5,0
2017-06-16,52 [WEATHER],14.5,12.88,0,96.15,90.59,0,1016.8,1013.9,0
2017-06-17,52 [WEATHER],13.9,13.3,0,97.41,94.45,0,1018.2,1017.35,0
2017-06-18,52 [WEATHER],14.9,12.86,0,97.4,84.25,0,1020.4,1019.4,0
2017-06-19,52 [WEATHER],14.1,11.88,0,95.43,82.6,0,1021.7,1019.88,0
2017-06-20,52 [WEATHER],14.9,12.02,0,89.78,77.23,0,1022.2,1020.39,0
2017-06-21,52 [WEATHER],20.8,15.07,0,96.76,81.6,0,1015.1,1009.08,0
2017-06-22,52 [WEATHER],15.2,12.73,0,96.76,86.68,0,1008.1,1006.19,0
2017-06-23,52 [WEATHER],14.9,12.56,0,94.88,80.04,0,1003.6,1001.01,0
2017-06-24,52 [WEATHER],12.4,10.88,0,92.89,83.18,0,1002.2,1000.56,0
2017-06-25,52 [WEATHER],12.8,11.46,0,89.24,79.78,0,1010.7,1005.72,0
2017-06-26,52 [WEATHER],13.4,11.4,0,89.85,77.62,0,1014,1012.55,0
2017-06-27,52 [WEATHER],15.6,12.54,0,85.67,74.47,0,1010.7,1006.9,0
2017-06-28,52 [WEATHER],17.6,13.06,0,89.08,69.94,0,1006.9,1005.34,0
2017-06-29,52 [WEATHER],13.6,11.13,0,96.08,82.13,0,1007.8,1006.62,0
2017-06-30,52 [WEATHER],13.1,11.06,0,96.73,89.94,0,1014.1,1011.25,0
2017-06-01,54 [WEATHER],13.2,12.27,0,96.75,89.29,0,1012,1010.06,0
2017-06-02,54 [WEATHER],15.7,12.34,0,96.09,80.01,0,1011.1,1010.26,0
2017-06-03,54 [WEATHER],15.4,11.92,0,93.5,79.38,0,1010.5,1008.02,0
2017-06-04,54 [WEATHER],13.7,10.99,0,94.08,84.37,0,1005.9,1005.19,0
2017-06-05,54 [WEATHER],13,11.07,0,92.81,85.19,0,1003.2,997.59,0
2017-06-06,54 [WEATHER],12.5,10.84,0,93.53,85.02,0,1000.9,995.65,0
2017-06-07,54 [WEATHER],12.9,10.09,0,88.09,68.1,0,1004.5,1003.44,0
2017-06-08,54 [WEATHER],15.4,10.31,0,91.33,78.18,0,1003.4,999.44,0
2017-06-09,54 [WEATHER],13.6,11.29,0,90.41,79.47,0,1007.2,1003.32,0
2017-06-10,54 [WEATHER],14.6,12.43,0,97.41,91.63,0,1006.4,1000.65,0
2017-06-11,54 [WEATHER],14.1,12.49,0,96.75,90.17,0,997.7,994.77,0
2017-06-12,54 [WEATHER],15.4,13.1,0,97.4,84.95,0,1009.5,1002.39,0
2017-06-13,54 [WEATHER],16.3,13.38,0,98.04,84.75,0,1010.8,1009.49,0
2017-06-14,54 [WEATHER],15.6,13.29,0,96.13,86.05,0,1009.7,1007.03,0
2017-06-15,54 [WEATHER],16.2,13.47,0,97.4,84.61,0,1006.9,1001.71,0
2017-06-16,54 [WEATHER],14.2,13.07,0,96.8,90.71,0,1014.3,1011.82,0
2017-06-17,54 [WEATHER],15.7,13.7,0,97.42,90.7,0,1016.7,1015.07,0
2017-06-18,54 [WEATHER],15.1,13.08,0,86.32,79.03,0,1019.2,1017.61,0
2017-06-19,54 [WEATHER],14.7,12.05,0,94.78,78.79,0,1020.3,1018.54,0
2017-06-20,54 [WEATHER],14.2,12.07,0,92.24,80.22,0,1021,1019.55,0
2017-06-21,54 [WEATHER],17.8,13.87,0,96.14,87.01,0,1014.3,1007.83,0
2017-06-22,54 [WEATHER],14.8,12.66,0,97.4,87.49,0,1006.6,1004.27,0
2017-06-23,54 [WEATHER],14.3,12.42,0,96.77,79.3,0,1001.3,998.37,0
2017-06-24,54 [WEATHER],13.1,10.85,0,91.05,82.59,0,999.7,998.01,0
2017-06-25,54 [WEATHER],13.5,11.55,0,89.16,77.67,0,1010.2,1004.7,0
2017-06-26,54 [WEATHER],13,11.03,0,93.46,79.22,0,1013.7,1012.2,0
2017-06-27,54 [WEATHER],13.8,11.95,0,89.26,83.14,0,1010.3,1006.53,0
2017-06-28,54 [WEATHER],16.1,12.64,0,91.03,78.12,0,1007,1005.32,0
2017-06-29,54 [WEATHER],12.8,11.64,0,92.91,78.03,0,1008.2,1007.08,0
2017-06-30,54 [WEATHER],14.4,11.78,0,94.8,81.56,0,1013.3,1011.14,0
2017-06-01,66 [WEATHER],18.1,14.66,0,96.74,73.72,0,,,
2017-06-02,66 [WEATHER],17.9,13.4,0,97.38,66.66,0,,,
2017-06-03,66 [WEATHER],17.7,11.41,0,92.58,74.97,0,,,
2017-06-04,66 [WEATHER],16,11.22,0,95.98,77.3,0,,,
2017-06-05,66 [WEATHER],12.7,10.38,0,97.3,88.49,0,,,
2017-06-06,66 [WEATHER],12.5,10.69,0,98,88.9,0,,,
2017-06-07,66 [WEATHER],12.3,9.53,0,95.82,72.09,0,,,
2017-06-08,66 [WEATHER],15.5,10.71,0,97.18,76.77,0,,,
2017-06-09,66 [WEATHER],16.3,12.07,0,98.65,81.82,0,,,
2017-06-10,66 [WEATHER],19.8,14.33,0,98.66,81.43,0,,,
2017-06-11,66 [WEATHER],16.7,13.47,0,94.2,81.11,0,,,
2017-06-12,66 [WEATHER],14.7,12.64,0,93.58,85.25,0,,,
2017-06-13,66 [WEATHER],17.2,13.47,0,97.4,86.09,0,,,
2017-06-14,66 [WEATHER],20.7,15.7,0,95.5,72.24,0,,,
2017-06-15,66 [WEATHER],17.8,13.84,0,97.4,78.67,0,,,
2017-06-16,66 [WEATHER],17.4,14.01,0,90.11,83.31,0,,,
2017-06-17,66 [WEATHER],17.2,14.9,0,94.34,88.99,0,,,
2017-06-18,66 [WEATHER],16.9,13.58,0,97.42,82.95,0,,,
2017-06-19,66 [WEATHER],15.3,12.14,0,98.01,83.64,0,,,
2017-06-20,66 [WEATHER],17.4,13.34,0,94.06,72.36,0,,,
2017-06-21,66 [WEATHER],24.1,16.55,0,90.38,76.19,0,,,
2017-06-22,66 [WEATHER],16.4,13.35,0,96.76,83.3,0,,,
2017-06-23,66 [WEATHER],16.6,13.55,0,88.88,71.81,0,,,
2017-06-24,66 [WEATHER],14,11.27,0,87.99,77.24,0,,,
2017-06-25,66 [WEATHER],13.8,11.5,0,98.66,79.53,0,,,
2017-06-26,66 [WEATHER],14.2,11.91,0,98.66,77.29,0,,,
2017-06-27,66 [WEATHER],13.7,12.13,0,83.96,77.67,0,,,
2017-06-28,66 [WEATHER],16.5,12.75,0,82.27,71.04,0,,,
2017-06-29,66 [WEATHER],13.4,10.9,0,93.57,81.76,0,,,
2017-06-30,66 [WEATHER],14.2,11.9,0,95.94,88.35,0,,,
